Reports,LDA_Topic,NMF_Topic,LDA_Topic_Label,NMF_Topic_Label
love attending film screening discussion campus great way engage art see film might discovered,2,3,Academic Stress & well being,University & campus experience
wish opportunity connect alumnus professional field would great network get advice people thing im going,3,1,Campus facilities & services,Student Financial Struggles
love taking weekend trip nearby city town great way see new place experience different culture without spend lot money,1,1,Career & university Opportunities,Student Financial Struggles
really enjoy attending book club literary event campus great way engage literature connect book lover,2,1,Academic Stress & well being,Student Financial Struggles
wish opportunity student get involved research project work faculty member outside classroom would great way gain handson experience field,3,1,Campus facilities & services,Student Financial Struggles
love attending poetry reading spoken word event campus great way connect creative community hear talented writer,2,1,Academic Stress & well being,Student Financial Struggles
wish opportunity student learn engage,3,1,Campus facilities & services,Student Financial Struggles
disappointed food option available campus enough healthy option quality food subpar,3,3,Campus facilities & services,University & campus experience
cafeteria campus always crowded difficult find seat peak hour university consider expanding cafeteria adding additional dining area,1,3,Career & university Opportunities,University & campus experience
appreciate variety food option available campus price high feasible student eat campus every day,3,3,Campus facilities & services,University & campus experience
food available campus greasy unhealthy university focus offering nutritious option,3,3,Campus facilities & services,University & campus experience
vending machine campus frequently order frustrating need quick snack class,3,3,Campus facilities & services,University & campus experience
love variety snack available campus convenience store price high would great university could offer affordable option,3,3,Campus facilities & services,University & campus experience
campus coffee shop always crowded take forever get order wish employee working peak hour,2,3,Academic Stress & well being,University & campus experience
appreciate vegan vegetarian option available campus often sold replenished timely manner,3,3,Campus facilities & services,University & campus experience
campus dining hall offer international cuisine option food focused american cuisine,3,3,Campus facilities & services,University & campus experience
food available campus accommodating student allergy university provide allergyfriendly option,3,3,Campus facilities & services,University & campus experience
wish food truck campus line always long truck available certain day,3,3,Campus facilities & services,University & campus experience
campus snack bar often run popular item frustrating student rely option meal,3,3,Campus facilities & services,University & campus experience
food available campus repetitive wish rotating menu option,3,3,Campus facilities & services,University & campus experience
meal plan option limited would great university could offer flexible option student dont eat campus every day,3,3,Campus facilities & services,University & campus experience
campus convenience store offer healthy snack option item available high sugar calorie,3,3,Campus facilities & services,University & campus experience
appreciate campus food coop price high student afford,3,3,Campus facilities & services,University & campus experience
food available campus often lukewarm cold university focus improving quality food,3,3,Campus facilities & services,University & campus experience
campus food court offer variety difficult find something want eat every day,3,3,Campus facilities & services,University & campus experience
wish campus cafeteria would offer breakfast option difficult find healthy breakfast campus,3,3,Campus facilities & services,University & campus experience
campus dining hall open late enough would great could stay open later evening,3,3,Campus facilities & services,University & campus experience
quality food campus varies widely sometimes great time barely edible,2,3,Academic Stress & well being,University & campus experience
price campus coffee shop high would great affordable option student,3,3,Campus facilities & services,University & campus experience
campus dining hall offer grabandgo option student hurry,3,3,Campus facilities & services,University & campus experience
appreciate latenight dining option available campus food often fresh good quality,3,3,Campus facilities & services,University & campus experience
campus convenience store offer nonperishable food option student dont access fridge,3,3,Campus facilities & services,University & campus experience
food available campus often spicy bland university work offering balanced flavor,3,3,Campus facilities & services,University & campus experience
campus dining hall offer glutenfree option student celiac disease gluten intolerance,3,3,Campus facilities & services,University & campus experience
campus coffee shop offer noncoffee drink option student drink coffee,3,3,Campus facilities & services,University & campus experience
food option campus quite limited appetizing wish healthy option available,3,3,Campus facilities & services,University & campus experience
appreciate vegetarian option available often run quickly end choose limited menu,3,3,Campus facilities & services,University & campus experience
food served cafeteria worth price often undercooked portion small,3,3,Campus facilities & services,University & campus experience
wish affordable option snack drink campus vending machine often empty working,3,3,Campus facilities & services,University & campus experience
coffee served student center expensive would love see affordable option available,3,3,Campus facilities & services,University & campus experience
cafeteria always crowded peak hour making difficult find place sit eat,0,3,Access & Online learning issues,University & campus experience
quality food campus dining hall need improved often bland unappetizing,3,3,Campus facilities & services,University & campus experience
food served campus cafe often overpriced tasty wish option available,3,3,Campus facilities & services,University & campus experience
campus food option diverse often end eating thing,3,3,Campus facilities & services,University & campus experience
appreciate campus healthy option available often expensive menu item,3,3,Campus facilities & services,University & campus experience
snack available vending machine often stale expired wish restocked frequently,3,3,Campus facilities & services,University & campus experience
cafeteria offer option student dietary restriction food allergy,3,3,Campus facilities & services,University & campus experience
food option campus limited often overpriced end spend lot money food week,3,3,Campus facilities & services,University & campus experience
cafeteria always crowded lunchtime make difficult find place sit eat,0,3,Access & Online learning issues,University & campus experience
wish option available breakfast campus current selection quite limited,3,3,Campus facilities & services,University & campus experience
cafeteria often run popular menu item end day leaving student limited option,3,3,Campus facilities & services,University & campus experience
food served student center often cold unappetizing wish quality better,3,3,Campus facilities & services,University & campus experience
vending machine campus often order making difficult find snack drink,3,3,Campus facilities & services,University & campus experience
campus need provide healthy snack option like fresh fruit vegetable,3,3,Campus facilities & services,University & campus experience
price food campus high especially considering quality variety option available,3,3,Campus facilities & services,University & campus experience
cafeteria offer vegetarian vegan option many student campus dietary restriction,3,3,Campus facilities & services,University & campus experience
coffee served campus cafe often burnt bitter wish better option available,3,3,Campus facilities & services,University & campus experience
campus provide option student need grab quick bite class,3,3,Campus facilities & services,University & campus experience
snack available campus store often overpriced appetizing,3,3,Campus facilities & services,University & campus experience
cafeteria offer international food option better reflect diverse student population,3,3,Campus facilities & services,University & campus experience
campus need provide option student early morning class need breakfast go,3,3,Campus facilities & services,University & campus experience
quality food campus cafe need improved often stale unappetizing,3,3,Campus facilities & services,University & campus experience
campus consider offering meal plan student make dining campus affordable,3,3,Campus facilities & services,University & campus experience
vending machine campus offer healthier option like granola bar trail mix,3,3,Campus facilities & services,University & campus experience
campus need provide option student late class need dinner go,3,3,Campus facilities & services,University & campus experience
food campus decent snack available cantine expensive,3,3,Campus facilities & services,University & campus experience
wish vegan option cafeteria,3,3,Campus facilities & services,University & campus experience
sandwich available cantine always stale,1,3,Career & university Opportunities,University & campus experience
food campus great cantine always crowded lunchtime,3,3,Campus facilities & services,University & campus experience
vegetarian option cafeteria delicious,3,3,Campus facilities & services,University & campus experience
pizza available cantine terrible,1,3,Career & university Opportunities,University & campus experience
coffee cafeteria always lukewarm,3,3,Campus facilities & services,University & campus experience
portion served cafeteria small price,3,3,Campus facilities & services,University & campus experience
sandwich cafeteria always made stale bread,1,3,Career & university Opportunities,University & campus experience
cantine offer glutenfree option,3,3,Campus facilities & services,University & campus experience
salad bar cafeteria always fresh delicious,1,3,Career & university Opportunities,University & campus experience
pastry cantine always stale tasteless,1,3,Career & university Opportunities,University & campus experience
fruit option cafeteria limited often ripe,3,3,Campus facilities & services,University & campus experience
cafeteria offer international cuisine option,3,3,Campus facilities & services,University & campus experience
cantine always closed weekend inconvenient,1,3,Career & university Opportunities,University & campus experience
burger cafeteria always overcooked,1,3,Career & university Opportunities,University & campus experience
drink available cantine overpriced,3,3,Campus facilities & services,University & campus experience
cafeteria offer healthy option,3,3,Campus facilities & services,University & campus experience
chip available cantine always stale overpriced,1,3,Career & university Opportunities,University & campus experience
staff cafeteria always friendly helpful,1,3,Career & university Opportunities,University & campus experience
cantine offer vegetarian option,3,3,Campus facilities & services,University & campus experience
pasta cafeteria always overcooked bland,0,3,Access & Online learning issues,University & campus experience
price cantine high quality food,3,3,Campus facilities & services,University & campus experience
selection snack cafeteria limited,3,3,Campus facilities & services,University & campus experience
cantine offer option people food allergy,3,3,Campus facilities & services,University & campus experience
soup cafeteria always salty,1,3,Career & university Opportunities,University & campus experience
sandwich cafeteria always made processed meat,1,3,Career & university Opportunities,University & campus experience
dessert cantine always sweet unhealthy,1,3,Career & university Opportunities,University & campus experience
cantine offer organic option,3,3,Campus facilities & services,University & campus experience
sushi available cafeteria always stale overpriced,1,3,Career & university Opportunities,University & campus experience
cafeteria offer option people lactose intolerant,3,3,Campus facilities & services,University & campus experience
cantine offer option people gluten intolerant,3,3,Campus facilities & services,University & campus experience
food cafeteria always fresh delicious,3,3,Campus facilities & services,University & campus experience
cantine offer option people vegan,3,3,Campus facilities & services,University & campus experience
chip cafeteria always stale overpriced,1,3,Career & university Opportunities,University & campus experience
drink available cafeteria overpriced,3,3,Campus facilities & services,University & campus experience
cantine offer option people diet,3,3,Campus facilities & services,University & campus experience
pizza cafeteria always undercooked soggy,1,3,Career & university Opportunities,University & campus experience
sandwich cafeteria always made cheap ingredient,1,3,Career & university Opportunities,University & campus experience
staff cantine always rude unhelpful,1,3,Career & university Opportunities,University & campus experience
cafeteria offer international snack option,3,3,Campus facilities & services,University & campus experience
cantine offer halal option,3,3,Campus facilities & services,University & campus experience
price cafeteria reasonable quality food,3,3,Campus facilities & services,University & campus experience
cantine offer kosher option,3,3,Campus facilities & services,University & campus experience
cafeteria offer organic option,3,3,Campus facilities & services,University & campus experience
cantine offer fresh fruit option,3,3,Campus facilities & services,University & campus experience
hot dog cafeteria always cold rubbery,1,3,Career & university Opportunities,University & campus experience
cantine offer locally sourced option,3,3,Campus facilities & services,University & campus experience
cafeteria offer vegetarian option,3,3,Campus facilities & services,University & campus experience
cantine offer breakfast option,3,3,Campus facilities & services,University & campus experience
food dining hall healthy nutritious,3,3,Campus facilities & services,University & campus experience
food dining hall bland tasteless,3,3,Campus facilities & services,University & campus experience
food dining hall overpriced,3,3,Campus facilities & services,University & campus experience
dining hall always crowded long line,1,3,Career & university Opportunities,University & campus experience
dining hall dirty unsanitary,1,3,Career & university Opportunities,University & campus experience
food vending machine unhealthy overpriced,3,3,Campus facilities & services,University & campus experience
food convenience store unhealthy overpriced,3,3,Campus facilities & services,University & campus experience
enough vegan vegetarian option available,3,3,Campus facilities & services,University & campus experience
enough glutenfree option available,3,3,Campus facilities & services,University & campus experience
enough halal kosher option available,3,3,Campus facilities & services,University & campus experience
enough international option available,3,3,Campus facilities & services,University & campus experience
food cooked liking,0,3,Access & Online learning issues,University & campus experience
food served hot enough,3,3,Campus facilities & services,University & campus experience
food fresh,3,3,Campus facilities & services,University & campus experience
food appealing look,1,3,Career & university Opportunities,University & campus experience
food filling,1,3,Career & university Opportunities,University & campus experience
gotten sick eating food dining hall,3,3,Campus facilities & services,University & campus experience
seen rodent insect dining hall,1,3,Career & university Opportunities,University & campus experience
seen food prepared unsanitary condition,1,3,Career & university Opportunities,University & campus experience
served food ordered,3,3,Campus facilities & services,University & campus experience
charged food receive,3,3,Campus facilities & services,University & campus experience
treated rudely staff dining hall,1,3,Career & university Opportunities,University & campus experience
food stolen dining hall,3,3,Campus facilities & services,University & campus experience
harassed assaulted dining hall,3,3,Campus facilities & services,University & campus experience
felt unsafe dining hall,3,3,Campus facilities & services,University & campus experience
unable find food meet dietary need,3,3,Campus facilities & services,University & campus experience
unable find food afford,3,3,Campus facilities & services,University & campus experience
unable find food enjoy,3,3,Campus facilities & services,University & campus experience
unable find food healthy nutritious,3,3,Campus facilities & services,University & campus experience
unable find food cooked liking,0,3,Access & Online learning issues,University & campus experience
